URL_IDENTIFICATION,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
M0_1341,32,ISO-8859-1,8,Apache,1399,America,CA,29 July 2006,07 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1372,32,UTF-8,6,Apache,NaN,Canada,ab,27 September 2010,28 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1381,32,UTF-8,7,nginx,NaN,America,NY,31 October 2008,01 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_14,32,UTF-8,7,nginx,NaN,America,CA,03 March 2000,12 January 2017,14,10,2,2000,20,20,2498,9588,20,6,0
M0_165,32,ISO-8859-1,7,NaN,NaN,America,CA,29 March 1997,29 November 2016,49,42,5,7613,52,61,8497,24774,61,12,0
M0_176,32,UTF-8,8,Apache,NaN,NaN,NaN,02 April 2008,23 January 2017,24,0,4,2176,29,28,2456,17335,28,4,0
M0_2015,32,utf-8,6,NaN,NaN,NaN,NaN,22 February 1996,16 January 2015,4,3,2,432,5,4,432,310,4,0,0
M0_1350,33,utf-8,8,nginx/1.10.1 + Phusion Passenger 5.0.30,NaN,America,California,21 February 1995,19 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1390,33,utf-8,9,NaN,18302,America,CA,29 May 1996,26 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1419,33,iso-8859-1,7,Apache,318,Japan,Osaka,12 November 2016,16 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_163,33,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,52,7,8,3438,51,56,3718,46498,56,4,0
M0_2100,33,iso-8859-1,7,Apache/1.3.27 (Unix)  (Red-Hat/Linux) mod_perl/1.26 PHP/4.3.3 FrontPage/5.0.2 mod_ssl/2.8.12 OpenSSL/0.9.6b,NaN,NaN,NaN,08 February 2000,31 October 2016,4,3,2,420,5,4,420,304,4,0,0
M0_2126,33,utf-8,6,Apache,NaN,America,Texas,25 September 2003,18 July 2014,7,5,4,606,6,7,606,474,7,0,0
M0_215,33,UTF-8,8,mw2114.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,32,11,6,3694,32,40,4286,11543,40,8,0
M0_2155,33,UTF-8,7,GSE,60722,America,CA,31 July 2000,29 June 2016,4,2,3,408,6,4,408,382,4,0,0
M0_2205,33,UTF-8,6,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 Perl/v5.10.1,NaN,America,Arizona,10 May 2002,27 July 2016,8,4,5,660,9,8,660,556,8,0,0
M0_2219,33,ISO-8859-1,6,Apache/1.3.34 (Unix) PHP/4.4.4,NaN,America,FL,07 June 2005,23 May 2016,5,4,2,486,7,5,486,542,5,0,0
M0_2289,33,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,10,4,4,816,6,10,816,476,10,0,0
M0_312,33,UTF-8,6,Microsoft-IIS/7.5,39,America,AL,19 August 2012,24 June 2016,24,1,4,3375,30,28,3703,18396,28,4,0
M0_570,33,UTF-8,8,Apache/2.2.31 (Amazon),1371,Israel,NaN,28 April 2003,29 April 2017,19,0,3,2042,27,27,2622,4760,27,8,0
M0_652,33,UTF-8,7,Jetty(9.0.z-SNAPSHOT),NaN,America,NY,12 March 1999,16 November 2016,105,98,7,8692,130,111,9172,179133,111,6,0
M0_783,33,ISO-8859-1,6,Apache,NaN,America,CA,22 April 1997,22 February 2017,0,0,0,0,0,0,0,0,0,0,0
A0_130,34,UTF-8,11,nginx,655,NaN,NaN,NaN,NaN,27,5,8,2721,27,35,3313,3896,35,8,1
A0_159,34,UTF-8,11,nginx,649,NaN,NaN,NaN,NaN,15,1,5,1632,18,21,2068,2661,21,6,1
A0_166,34,ISO-8859-1,9,cloudflare-nginx,NaN,Russia,Krasnoyarsk,30 March 2011,28 April 2017,26,0,3,3569,31,32,4037,10750,32,6,1
A0_180,34,iso-8859-1,9,Apache,214,NaN,NaN,NaN,NaN,9,0,4,850,14,11,990,1382,11,2,1
M0_1036,34,UTF-8,6,nginx/1.12.0,18298,America,MAINE,14 January 2008,14 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1054,34,us-ascii,7,Microsoft-HTTPAPI/2.0,324,GB,NaN,26 March 2000,26 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1087,34,ISO-8859-1,7,NaN,1819,America,CA,02 November 2002,02 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_110,34,ISO-8859-1,7,NaN,1819,America,CA,02 November 2002,02 February 2017,33,27,2,5235,40,41,5835,14571,41,8,0
M0_1207,34,utf-8,8,nginx/1.10.1 + Phusion Passenger 5.0.30,NaN,America,California,21 February 1995,19 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1337,34,utf-8,6,NaN,NaN,America,CA,22 February 1996,16 January 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1342,34,ISO-8859-1,7,Apache/2.2.31 (CentOS),NaN,Canada,ALBERTA,10 April 2010,10 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1382,34,UTF-8,7,nginx,NaN,America,CA,03 March 2000,12 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_2098,34,utf-8,7,Apache/2.4.10 (Debian),6474,America,Virginia,06 May 2010,20 September 2013,6,3,4,552,9,6,552,564,6,0,0
M0_2104,34,utf-8,7,nginx,NaN,Canada,ON,17 August 1999,21 April 2017,8,6,5,696,10,8,696,636,8,0,0
M0_2124,34,utf-8,6,NaN,NaN,NaN,NaN,22 February 1996,16 January 2015,34,9,9,2412,7,34,2412,442,34,0,0
M0_2125,34,UTF-8,7,cloudflare-nginx,NaN,India,MH,04 October 2006,04 October 2016,3,3,1,366,5,3,366,306,3,0,0
M0_2142,34,ISO-8859-1,9,Apache,1486,GB,NaN,09 March 2007,03 March 2015,5,3,2,498,5,5,498,306,5,0,0
M0_2221,34,UTF-8,9,Apache/2.4.12 (Ubuntu),10892,NaN,NaN,31 May 1996,15 April 2016,3,3,1,366,4,3,366,244,3,0,0
M0_2320,34,ISO-8859-1,9,HTTPDaemon,NaN,America,WA,05 January 1996,05 May 2016,4,3,2,432,5,4,432,310,4,0,0
M0_322,34,utf-8,8,Apache/2.2.31 (Amazon),7255,NaN,NaN,29 July 2004,03 January 2016,17,1,2,1661,26,23,2167,10015,23,6,0
M0_460,34,UTF-8,7,GSE,6608,America,CA,31 July 2000,29 June 2016,42,0,3,4895,45,46,5241,39544,46,4,0
M0_493,34,utf-8,6,NaN,NaN,America,CA,22 February 1996,16 January 2015,34,25,9,3787,42,42,4365,33677,42,8,0
M0_586,34,ISO-8859-1,9,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,111,America,California,17 January 2005,18 January 2017,21,0,5,2292,24,23,2450,16147,23,2,0
M0_688,34,ISO-8859-1,6,Apache,NaN,America,CA,22 April 1997,22 February 2017,24,20,2,4372,33,31,4808,13095,31,6,0
M0_746,34,ISO-8859-1,8,nginx,996,America,CA,01 June 2005,09 September 2016,7,0,2,716,10,11,1030,1979,11,4,0
M0_760,34,ISO-8859-1,7,nginx,1501,America,New York,22 December 1999,24 May 2012,23,3,11,2042,29,29,2520,7939,29,6,0
M0_864,34,utf-8,7,MediaFire,NaN,America,Texas,11 August 2002,04 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_897,34,ISO-8859-1,7,Apache,NaN,America,CA,22 April 1997,22 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_961,34,us-ascii,6,Microsoft-IIS/7.5,324,America,Arizona,17 November 2003,11 November 2016,0,0,0,0,0,0,0,0,0,0,0
A0_107,35,ISO-8859-1,9,Apache,7314,NaN,NaN,21 September 2009,09 August 2016,39,0,3,3240,45,45,3722,35301,45,6,1
A0_108,35,ISO-8859-1,9,Apache,7314,NaN,NaN,21 September 2009,09 August 2016,39,0,2,3240,45,45,3722,35301,45,6,1
A0_110,35,UTF-8,11,Apache,NaN,Canada,ON,14 August 2008,09 August 2016,18,0,2,2102,21,20,2252,20976,20,2,1
A0_123,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,15,1,5,1635,17,21,2073,2640,21,6,1
A0_124,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,21,1,5,2367,26,29,2957,3801,29,8,1
A0_127,35,UTF-8,9,nginx,646,NaN,NaN,NaN,NaN,12,1,5,1340,12,16,1622,964,16,4,1
A0_135,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,19,1,5,2223,20,25,2661,2868,25,6,1
A0_137,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,18,1,5,2157,22,24,2595,2996,24,6,1
A0_148,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,19,1,5,2223,22,25,2661,2996,25,6,1
A0_152,35,UTF-8,11,nginx,652,NaN,NaN,NaN,NaN,23,1,5,2864,25,31,3454,3773,31,8,1
A0_165,35,ISO-8859-1,8,cloudflare-nginx,NaN,Russia,Krasnoyarsk,22 August 2010,28 April 2017,15,1,2,1850,23,21,2302,2970,21,6,1
M0_1029,35,ISO-8859-1,9,DOSarrest,NaN,KY,GRAND CAYMAN,08 July 1996,07 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1148,35,UTF-8,8,mw2232.codfw.wmnet,4685,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1299,35,utf-8,8,nginx/1.10.1 + Phusion Passenger 5.0.30,NaN,America,California,21 February 1995,19 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_144,35,us-ascii,6,Microsoft-IIS/7.5,324,NaN,NaN,21 March 2014,22 March 2017,22,15,8,1527,25,24,1699,1928,24,2,0
M0_183,35,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,21,1,4,2435,25,25,2715,39924,25,4,0
M0_194,35,us-ascii,9,Microsoft-HTTPAPI/2.0,324,America,CA,22 October 1998,16 March 2017,49,10,6,2961,61,53,3261,38255,53,4,0
M0_2026,35,utf-8,9,nginx,39362,[u'GB'; u'United Kingdom'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,4,3,2,420,4,4,420,244,4,0,0
M0_2067,35,utf-8,7,nginx,NaN,America,NY,23 March 1995,03 March 2017,3,3,1,366,4,3,366,244,3,0,0
M0_2087,35,UTF-8,9,Apache,NaN,America,Arizona,08 July 2010,24 April 2017,4,3,2,432,6,4,432,372,4,0,0
M0_2144,35,utf-8,10,ATS,NaN,America,CA,18 January 1995,26 August 2015,10,9,4,756,12,10,756,861,10,0,0
M0_2156,35,UTF-8,7,Sucuri/Cloudproxy,14462,Canada,ON,17 July 2009,07 July 2016,8,6,6,696,5,8,696,306,8,0,0
M0_2270,35,UTF-8,9,Apache,NaN,NaN,NaN,NaN,NaN,4,4,2,432,6,4,432,372,4,0,0
M0_2295,35,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,21,12,12,1446,24,21,1446,1788,21,0,0
M0_2319,35,iso-8859-1,7,Apache/2.4.23 (Unix),289,GB,NaN,24 May 2001,27 January 2017,5,4,3,474,6,5,474,364,5,0,0
M0_308,35,us-ascii,6,Microsoft-HTTPAPI/2.0,324,America,PA,27 June 2004,19 November 2012,23,8,5,3087,27,29,3535,19078,29,6,0
M0_337,35,UTF-8,7,GSE,38115,America,CA,31 July 2000,29 June 2016,45,3,7,3507,46,49,3857,42286,49,4,0
M0_385,35,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,37,0,3,3263,42,43,3697,52720,43,6,0
M0_461,35,UTF-8,9,cloudflare-nginx,NaN,NaN,NaN,04 March 2004,05 October 2015,12,2,6,1258,17,16,1542,1862,16,4,0
M0_573,35,ISO-8859-1,9,NaN,NaN,America,CA,29 March 1997,29 November 2016,44,40,6,6945,51,56,7849,26115,56,12,0
M0_717,35,UTF-8,7,GSE,8813,America,CA,31 July 2000,29 June 2016,41,6,4,4769,42,45,5119,69898,45,4,0
M0_739,35,ISO-8859-1,8,Apache,1002,Austria,Austria,01 June 2004,02 June 2016,32,5,8,2965,39,36,3279,37146,36,4,0
M0_807,35,utf-8,7,Apache,16875,America,NY,13 December 1995,10 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_82,35,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,27,1,5,2771,33,31,3051,36261,31,4,0
M0_9,35,iso-8859-1,7,Apache,330,NaN,NaN,10 November 2000,19 February 2016,16,9,8,1275,23,18,1423,2306,18,2,0
M0_965,35,utf-8,6,NaN,NaN,America,CA,22 February 1996,16 January 2015,0,0,0,0,0,0,0,0,0,0,0
M0_971,35,ISO-8859-1,8,Apache,1002,Austria,Austria,01 June 2004,02 June 2016,0,0,0,0,0,0,0,0,0,0,0
A0_121,36,UTF-8,10,nginx,655,NaN,NaN,NaN,NaN,208,18,9,20074,216,228,21646,270752,228,20,1
A0_129,36,UTF-8,11,nginx,655,NaN,NaN,NaN,NaN,7,1,5,466,10,11,760,822,11,4,1
A0_131,36,UTF-8,11,nginx,655,NaN,NaN,NaN,NaN,17,1,7,1770,17,23,2210,2579,23,6,1
A0_133,36,UTF-8,9,nginx,646,NaN,NaN,NaN,NaN,11,1,4,1266,12,15,1554,966,15,4,1
A0_134,36,UTF-8,11,nginx,655,NaN,NaN,NaN,NaN,21,1,5,2359,23,29,2951,3542,29,8,1
A0_157,36,UTF-8,11,nginx,655,NaN,NaN,NaN,NaN,19,1,5,2227,23,27,2819,3612,27,8,1
A0_169,36,ISO-8859-1,8,cloudflare-nginx,NaN,Russia,Krasnoyarsk,22 August 2010,28 April 2017,6,0,4,372,10,8,520,703,8,2,1
M0_1042,36,ISO-8859-1,8,nginx,10133,America,CA,01 June 2005,09 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1049,36,us-ascii,8,Microsoft-HTTPAPI/2.0,324,NaN,NaN,30 October 2003,10 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1277,36,ISO-8859-1,7,nginx/1.12.0,NaN,America,Kansas,09 May 1998,10 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1306,36,ISO-8859-1,6,nginx/1.12.0,1108,America,CA,05 October 2006,04 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1359,36,us-ascii,7,Microsoft-HTTPAPI/2.0,324,America,DE,14 October 2005,21 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1363,36,ISO-8859-1,7,NaN,NaN,America,CA,29 March 1997,29 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_197,36,ISO-8859-1,8,nginx,NaN,China,shandong,08 September 2003,24 October 2016,18,2,8,1432,27,20,1572,2113,20,2,0
M0_200,36,UTF-8,8,Apache,NaN,Japan,Osaka,13 July 2008,09 December 2015,14,10,6,1096,19,16,1246,1294,16,2,0
M0_2101,36,UTF-8,7,nginx,NaN,America,CA,03 March 2000,12 January 2017,3,3,1,366,4,3,366,244,3,0,0
M0_2250,36,ISO-8859-1,8,nginx/0.7.65,NaN,NaN,NaN,22 August 1996,18 August 2016,2,2,1,276,3,2,276,184,2,0,0
M0_2260,36,UTF-8,8,mw2260.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,5,3,3,498,7,5,498,438,5,0,0
M0_2290,36,ISO-8859-1,8,Apache/2.2.32,NaN,America,PA,01 May 2002,01 September 2012,5,3,2,474,5,5,474,306,5,0,0
M0_290,36,us-ascii,8,cloudflare-nginx,NaN,NaN,NaN,10 June 2005,04 June 2015,18,2,6,1706,19,22,1994,2165,22,4,0
M0_305,36,utf-8,7,Apache,19879,America,CA,04 April 2006,03 March 2017,61,7,6,6100,79,65,6388,123896,65,4,0
M0_366,36,UTF-8,8,mw2239.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,85,73,9,7506,96,91,7962,107416,91,6,0
M0_444,36,us-ascii,7,Microsoft-HTTPAPI/2.0,324,NaN,NaN,07 September 2000,08 December 2016,8,0,2,784,11,10,958,16959,10,2,0
M0_445,36,utf-8,8,DPS/1.1.8,NaN,NaN,NaN,31 December 2015,25 December 2016,22,8,4,2680,19,28,3172,7746,28,6,0
M0_474,36,iso-8859-1,6,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210,NaN,NaN,08 December 2007,28 March 2017,3,0,1,466,6,5,640,668,5,2,0
M0_487,36,ISO-8859-1,7,cloudflare-nginx,3326,America,CA,06 April 2008,18 December 2014,14,7,5,1060,18,16,1234,5214,16,2,0
M0_60,36,iso-8859-1,7,Apache/2.0.52 (Red Hat),293,America,TX,16 July 1998,16 May 2016,12,0,4,1331,13,16,1631,4860,16,4,0
M0_69,36,iso-8859-1,7,Apache/2.2.22,231,NaN,NaN,09 February 2001,28 December 2016,7,0,2,730,11,9,870,1284,9,2,0
M0_701,36,UTF-8,7,Apache,11418,America,AZ,28 December 1999,28 December 2014,17,0,4,2319,21,21,2615,14373,21,4,0
M0_809,36,ISO-8859-1,8,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,NaN,NaN,NaN,21 January 2008,17 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_952,36,UTF-8,8,Apache,NaN,United Kingdom,UK,27 February 1996,27 January 2016,0,0,0,0,0,0,0,0,0,0,0
M0_990,36,UTF-8,7,GSE,11692,America ,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
A0_101,37,UTF-8,10,Apache,NaN,Czech Republic,PRAHA,07 October 2006,07 March 2017,49,0,1,3505,53,51,3657,66214,51,2,1
A0_115,37,windows-1251,9,Apache/1.3.31 (Unix) PHP/4.3.9 mod_perl/1.29 rus/PL30.20,296,America,LA,18 December 2004,01 December 2016,2,0,2,128,5,4,276,407,4,2,1
A0_16,37,ISO-8859-1,9,nginx,162,China,beijingshi,09 February 2009,27 April 2017,1,0,1,66,4,3,206,404,3,2,1
A0_176,37,ISO-8859-1,11,Apache,NaN,NaN,NaN,04 November 1998,15 November 2016,44,2,10,5009,50,50,5511,40316,50,6,1
A0_179,37,ISO-8859-1,10,nginx,NaN,China,liaoningsheng,04 November 2016,08 November 2016,12,0,2,1961,14,16,2245,2991,16,4,1
A0_60,37,iso-8859-1,9,Apache,188,NaN,NaN,NaN,NaN,19,0,6,1525,13,21,1667,1363,21,2,1
M0_1008,37,utf-8,7,Apache/2.2.29 (Amazon),NaN,Canada,British Columbia,15 April 2004,22 February 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1167,37,ISO-8859-1,7,Apache/2.2.13 (Unix) mod_ssl/2.2.13 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 PHP/5.2.10,6062,America,California,02 July 2010,25 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1196,37,iso-8859-1,7,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,219,America,Missouri,12 November 2007,28 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1204,37,ISO-8859-1,9,Apache,1002,Austria,Austria,01 June 2004,02 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1219,37,utf-8,10,Apache,14109,America,California,22 February 2006,22 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1316,37,us-ascii,8,Microsoft-HTTPAPI/2.0,324,America,North Carolina,05 June 2000,06 July 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1398,37,utf-8,9,nginx/1.1.19,NaN,America,CA,09 December 1996,09 October 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1402,37,utf-8,8,cloudflare-nginx,NaN,America,California,14 October 1999,20 November 2013,0,0,0,0,0,0,0,0,0,0,0
M0_2056,37,utf-8,9,Apache/2.2.22 (Ubuntu),8022,America,California,10 May 2006,11 May 2016,23,5,8,1674,11,23,1674,696,23,0,0
M0_2093,37,utf-8,9,nginx,32441,[u'GB'; u'United Kingdom'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,11,10,7,834,14,11,834,882,11,0,0
M0_2116,37,ISO-8859-1,7,ATS/5.3.0,7891,America,MA,22 February 2001,24 January 2017,6,5,2,540,8,6,540,535,6,0,0
M0_2143,37,ISO-8859-1,8,NaN,NaN,America,CA,29 March 1997,29 November 2016,4,2,2,408,5,4,408,328,4,0,0
M0_2230,37,UTF-8,8,Apache,1840,America,CA,11 September 1997,09 December 2015,8,5,5,648,11,8,648,739,8,0,0
M0_2277,37,ISO-8859-1,8,Apache/2.2.3 (Red Hat),12768,NaN,NaN,16 October 2000,25 October 2016,6,4,3,540,6,6,540,474,6,0,0
M0_2095,32,utf-8,8,Microsoft-IIS/7.5,328,United Kingdom,Greater London,06 September 2016,12 March 2017,5,3,2,474,7,5,474,426,5,0,0
M0_218,32,UTF-8,7,Apache,NaN,America,Illinois,11 February 1997,10 September 2012,94,0,4,11902,121,102,12492,173484,102,8,0
M0_2229,32,us-ascii,8,Microsoft-HTTPAPI/2.0,324,NaN,NaN,06 August 1995,24 July 2012,11,10,6,798,15,11,798,1124,11,0,0
M0_2271,32,iso-8859-1,6,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_fcgid/2.3.9 PHP/5.4.16 mod_jk/1.2.40,199,America,Kansas,23 October 2008,03 March 2017,6,3,4,564,7,6,564,442,6,0,0
M0_254,32,iso-8859-1,8,Apache,334,Slovenia,--,19 February 2009,22 December 2015,8,1,4,816,13,10,958,1541,10,2,0
M0_303,32,iso-8859-1,7,Apache/2.2.3 (CentOS),287,America,MO,30 August 1998,22 December 2016,71,0,3,10999,70,73,11147,88707,73,2,0
M0_40,32,utf-8,7,Apache,20212,America,CA,04 April 2006,03 March 2017,43,26,14,4214,28,49,4650,9246,49,6,0
M0_400,32,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,36,0,2,3185,40,40,3465,50608,40,4,0
M0_437,32,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,24,2,4,1888,25,28,2168,40314,28,4,0
M0_491,32,utf-8,7,NaN,NaN,NaN,NaN,14 December 2006,13 December 2016,7,0,3,734,12,11,1060,7145,11,4,0
M0_507,32,UTF-8,7,GSE,11827,America,CA,31 July 2000,29 June 2016,38,2,5,4607,35,42,4945,58676,42,4,0
M0_582,32,ISO-8859-1,8,nginx/1.12.0,1108,America,California,22 March 2005,22 March 2017,13,0,2,2065,16,17,2349,7280,17,4,0
M0_937,32,us-ascii,7,NaN,324,America,Arizona,26 June 2009,29 March 2017,0,0,0,0,0,0,0,0,0,0,0
A0_122,33,UTF-8,11,nginx,646,NaN,NaN,NaN,NaN,13,1,5,1497,14,17,1787,2116,17,4,1
A0_125,33,UTF-8,9,nginx,637,NaN,NaN,NaN,NaN,23,1,5,2851,26,31,3431,3814,31,8,1
A0_138,33,UTF-8,9,nginx,640,NaN,NaN,NaN,NaN,18,1,5,2147,20,24,2577,2848,24,6,1
A0_142,33,UTF-8,9,nginx,643,NaN,NaN,NaN,NaN,4,0,4,264,6,4,264,388,4,0,1
A0_59,33,UTF-8,9,nginx,NaN,NaN,NaN,09 February 2000,NaN,14,1,8,1151,15,18,1445,1211,18,4,1
A0_96,33,utf-8,11,nginx,NaN,NaN,NaN,08 June 2007,18 September 2012,8,0,2,1045,11,12,1333,1362,12,4,1
M0_1068,33,utf-8,7,cloudflare-nginx,NaN,America,NY,01 November 1994,27 October 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1101,33,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1141,33,UTF-8,8,Server,NaN,America,WA,05 January 1996,05 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1190,33,utf-8,6,NaN,NaN,America,CA,22 February 1996,16 January 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1239,33,iso-8859-1,6,Apache,NaN,Japan,Fukuoka,08 August 2013,26 July 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1288,33,utf-8,6,Apache/2.4,19890,Canada,BC,20 April 2000,25 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_361,37,UTF-8,7,openresty,NaN,America,NY,08 June 2006,21 April 2017,4,0,3,268,6,6,444,557,6,2,0
M0_386,37,iso-8859-1,9,Apache,NaN,NaN,NaN,NaN,NaN,31,7,12,2531,35,37,3005,14050,37,6,0
M0_450,37,utf-8,7,NaN,NaN,America,CA,22 February 1996,16 January 2015,27,23,1,3355,35,33,3781,31623,33,6,0
M0_457,37,UTF-8,8,nginx,NaN,America,Arizona,18 April 2001,19 April 2017,44,0,4,3767,48,48,4079,129181,48,4,0
M0_476,37,ISO-8859-1,8,nginx,4297,America,OH,05 August 1993,01 July 2016,16,1,6,1607,18,22,2055,1690,22,6,0
M0_59,37,UTF-8,9,nginx,NaN,Philippines,Manila,17 February 2011,18 February 2017,15,6,7,1283,15,17,1425,2201,17,2,0
M0_593,37,ISO-8859-1,9,NaN,NaN,America,CA,24 October 1999,29 July 2016,21,0,4,1643,31,23,1797,21144,23,2,0
M0_646,37,utf-8,8,nginx/1.4.3,135444,America,NY,02 November 1996,26 November 2014,68,6,7,5207,88,70,5345,247488,70,2,0
M0_677,37,utf-8,9,ATS,616,America,CA,18 January 1995,26 August 2015,18,5,10,2248,28,26,2890,3605,26,8,0
M0_777,37,utf-8,8,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 PHP/5.4.35,6944,America,Arizona,14 February 2000,14 February 2016,0,0,0,0,0,0,0,0,0,0,0
M0_946,37,ISO-8859-1,8,NaN,1819,America,CA,02 November 2002,02 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_947,37,UTF-8,7,GSE,7783,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
A0_120,38,iso-8859-1,10,Apache/2,337,Canada,ON,14 September 2009,06 September 2016,14,4,6,888,5,14,888,316,14,0,1
A0_151,38,UTF-8,11,nginx,661,NaN,NaN,NaN,NaN,22,1,5,2813,27,30,3409,3916,30,8,1
A0_42,38,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,America,Utah,24 May 2000,25 May 2016,15,0,2,2342,15,21,2806,7249,21,6,1
A0_43,38,ISO-8859-1,9,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,America,Utah,24 May 2000,25 May 2016,19,1,3,2594,25,25,3058,7997,25,6,1
A0_90,38,iso-8859-1,10,nginx/1.8.0,215,NaN,NaN,18 July 2005,18 June 2016,7,0,2,734,9,9,880,1097,9,2,1
M0_1019,38,ISO-8859-1,9,Apache/2.2.14 (Unix) mod_ssl/2.2.14 OpenSSL/0.9.8e-fips-rhel5,4397,America,MA,28 October 1999,29 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1030,38,ISO-8859-1,8,NaN,1819,America,CA,02 November 2002,02 February 2017,0,0,0,0,0,0,0,0,0,0,0
